DBMSTable,SiteName
10000STL166,SYPJCC-5F-IDU-102-S
10000STL167,SYPJCC-5F-IDU-102-FALM
10000STL168,SYPJCC-5F-IDU-102-RMT
10000STL169,SYPJCC-5F-IDU-102-SATSP
10000STL170,SYPJCC-5F-IDU-103-S
10000STL171,SYPJCC-5F-IDU-103-FALM
10000STL172,SYPJCC-5F-IDU-103-RMT
10000STL173,SYPJCC-5F-IDU-103-SATSP
10000STL174,SYPJCC-5F-IDU-104-S
10000STL175,SYPJCC-5F-IDU-104-FALM
10000STL176,SYPJCC-5F-IDU-104-RMT
10000STL177,SYPJCC-5F-IDU-104-SATSP
10000STL178,SYPJCC-7F-IDU-A105-S
10000STL179,SYPJCC-7F-IDU-A105-FALM
10000STL180,SYPJCC-7F-IDU-A105-RMT
10000STL181,SYPJCC-7F-IDU-A105-SATSP
10000STL182,SYPJCC-7F-IDU-A107-S
10000STL183,SYPJCC-7F-IDU-A107-FALM
10000STL184,SYPJCC-7F-IDU-A107-RMT
10000STL185,SYPJCC-7F-IDU-A107-SATSP
10000STL186,SYPJCC-7F-IDU-A109-S
10000STL187,SYPJCC-7F-IDU-A109-FALM
10000STL188,SYPJCC-7F-IDU-A109-RMT
10000STL189,SYPJCC-7F-IDU-A109-SATSP
10000STL190,SYPJCC-7F-IDU-A111-S
10000STL191,SYPJCC-7F-IDU-A111-FALM
10000STL192,SYPJCC-7F-IDU-A111-RMT
10000STL193,SYPJCC-7F-IDU-A111-SATSP
10000STL194,SYPJCC-7F-IDU-A113-S
10000STL195,SYPJCC-7F-IDU-A113-FALM
10000STL196,SYPJCC-7F-IDU-A113-RMT
10000STL197,SYPJCC-7F-IDU-A113-SATSP
10000STL198,SYPJCC-7F-IDU-A114-S
10000STL199,SYPJCC-7F-IDU-A114-FALM
10000STL200,SYPJCC-7F-IDU-A114-RMT
10000STL201,SYPJCC-7F-IDU-A114-SATSP
10000STL202,SYPJCC-7F-IDU-B106-S
10000STL203,SYPJCC-7F-IDU-B106-FALM
10000STL204,SYPJCC-7F-IDU-B106-RMT
10000STL205,SYPJCC-7F-IDU-B106-SATSP
10000STL206,SYPJCC-7F-IDU-B108-S
10000STL207,SYPJCC-7F-IDU-B108-FALM
10000STL208,SYPJCC-7F-IDU-B108-RMT
10000STL209,SYPJCC-7F-IDU-B108-SATSP
10000STL210,SYPJCC-7F-IDU-B110-S
10000STL211,SYPJCC-7F-IDU-B110-FALM
10000STL212,SYPJCC-7F-IDU-B110-RMT
10000STL213,SYPJCC-7F-IDU-B110-SATSP
10000STL214,SYPJCC-7F-IDU-B112-S
10000STL215,SYPJCC-7F-IDU-B112-FALM
10000STL216,SYPJCC-7F-IDU-B112-RMT
10000STL217,SYPJCC-7F-IDU-B112-SATSP
10000STL218,SYPJCC-GF-GEN-01-NFS
10000STL219,SYPJCC-GF-GEN-01-RUNHR
10000STL220,SYPJCC-GF-GEN-01-RUNAMP1
10000STL221,SYPJCC-GF-GEN-01-RUNAMP2
10000STL222,SYPJCC-GF-GEN-01-RUNAMP3
10000STL223,SYPJCC-GF-GEN-01-OV12
10000STL224,SYPJCC-GF-GEN-01-OV23
10000STL225,SYPJCC-GF-GEN-01-OV31
10000STL226,SYPJCC-GF-GEN-01-BATLVALM
10000STL227,SYPJCC-GF-GEN-01-BATCF
10000STL228,SYPJCC-GF-GEN-01-HET
10000STL229,SYPJCC-GF-GEN-01-LOP
10000STL230,SYPJCC-GF-GEN-01-LCL
10000STL231,SYPJCC-GF-GEN-01-S
10000STL232,SYPJCC-RF-LIFT-01-UPS
10000STL233,SYPJCC-RF-LIFT-01-DNS
10000STL234,SYPJCC-RF-LIFT-01-NFS
10000STL235,SYPJCC-RF-LIFT-01-PWRSNFS
10000STL236,SYPJCC-RF-LIFT-01-RUNAMP1
10000STL237,SYPJCC-RF-LIFT-01-RUNAMP2
10000STL238,SYPJCC-RF-LIFT-01-RUNAMP3
10000STL239,SYPJCC-RF-LIFT-01-RUNLV12
10000STL240,SYPJCC-RF-LIFT-01-RUNLV23
10000STL241,SYPJCC-RF-LIFT-01-RUNLV31
10000STL242,SYPJCC-RF-LIFT-01-RUNHR
10000STL243,SYPJCC-RF-LIFT-01-KWH
10000STL244,SYPJCC-RF-LIFT-02-UPS
10000STL245,SYPJCC-RF-LIFT-02-DNS
10000STL246,SYPJCC-RF-LIFT-02-NFS
10000STL247,SYPJCC-RF-LIFT-02-PWRSNFS
10000STL248,SYPJCC-RF-LIFT-02-RUNAMP1
10000STL249,SYPJCC-RF-LIFT-02-RUNAMP2
10000STL250,SYPJCC-RF-LIFT-02-RUNAMP3
10000STL251,SYPJCC-RF-LIFT-02-RUNLV12
10000STL252,SYPJCC-RF-LIFT-02-RUNLV23
10000STL253,SYPJCC-RF-LIFT-02-RUNLV31
10000STL254,SYPJCC-RF-LIFT-02-RUNHR
10000STL255,SYPJCC-RF-LIFT-02-KWH
